I.1.     Sen˜ales  sin  modulacio´n  intrapulso.;;;;;;;;;;;;;;;;;;;;
SNR (dB);-8;-6;-4;;-2;;0;;2;;4;;6;;8;;10;;;
LFM;7;13;17;;7;;2;;0;;0;;0;;0;;0;;;
FM;0;0;0;;0;;0;;0;;0;;0;;0;;0;;;
PSK;0;0;2;;0;;1;;0;;0;;0;;0;;0;;;
NM;93;87;81;;93;;97;;100;;100;;100;;100;;100;;;
Tabla I.1: NM, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;;;;;;;;;;
SNR (dB);-8;-6;;-4;;-2;;0;;2;;4;;6;;8;;10;;
LFM;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;
FM;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;
PSK;4;0;;0;;0;;0;;0;;0;;0;;0;;0;;
NM;96;100;;100;;100;;100;;100;;100;;100;;100;;100;;
Tabla I.2: NM, PW  = 3 µs. NB  = 64 muestras.;;;;;;;;;;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;;0;;2;;;4;;;6;;;8;;;10;;;;
LFM;1;1;0;0;;1;;0;;;0;;;0;;;0;;;0;;;;
FM;0;0;0;0;;0;;0;;;0;;;0;;;0;;;0;;;;
PSK;6;0;0;0;;0;;0;;;0;;;0;;;0;;;0;;;;
NM;93;99;100;100;;99;;100;;;100;;;100;;;100;;;100;;;;
Tabla I.3: NM, PW  = 5 µs. NB  = 128 muestras.;;;;;;;;;;;;;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;;0;;;2;;;4;;;6;;;8;;;10;;;
LFM;1;0;0;0;;0;;;0;;;0;;;0;;;0;;;0;;;
FM;0;0;0;0;;0;;;0;;;0;;;0;;;0;;;0;;;
PSK;12;1;0;0;;0;;;0;;;0;;;0;;;0;;;0;;;
NM;87;99;100;100;;100;;;100;;;100;;;100;;;100;;;100;;;
Tabla I.4: NM, PW  = 15 µs. NB  = 256 muestras.;;;;;;;;;;;;;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;;2;;;4;;;6;;;8;;;10;;;;;
LFM;4;2;0;1;1;;1;;;0;;;1;;;0;;;0;;;;;
FM;0;0;0;0;0;;0;;;0;;;0;;;0;;;0;;;;;
PSK;27;3;0;0;0;;0;;;0;;;0;;;0;;;0;;;;;
NM;69;95;100;99;99;;99;;;100;;;99;;;100;;;100;;;;;
Tabla I.5: NM, PW  = 35 µs. NB  = 256 muestras.;;;;;;;;;;;;;;;;;;;;;;;;

SNR (dB);-8;-6;-4;;-2;0;2;4;;6;;8;;10;;;
LFM;12;1;0;;1;2;1;0;;1;;1;;0;;;
FM;0;0;0;;0;0;0;0;;0;;0;;0;;;
PSK;49;11;0;;0;0;0;0;;0;;0;;0;;;
NM;39;88;100;;99;98;99;100;;99;;99;;100;;;
Tabla I.6: NM, PW  = 100 µs. NB  = 256 muestras.;;;;;;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;;0;2;;4;;6;;8;;10;;
LFM;11;2;4;0;;1;0;;0;;0;;0;;0;;
FM;0;0;0;0;;0;0;;0;;0;;0;;0;;
PSK;82;31;0;0;;0;0;;0;;0;;0;;0;;
NM;7;67;96;100;;99;100;;100;;100;;100;;100;;
Tabla I.7: NM, PW  = 250 µs. NB  = 256 muestras.;;;;;;;;;;;;;;;;;

I.2.     Sen˜ales  con  modulacio´n  LFM.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;1;17;18;10;13;8;39;58;74;92;
FM;0;0;1;0;0;0;0;1;1;3;
PSK;0;0;5;2;1;0;0;0;0;0;
NM;99;83;76;88;86;92;61;41;25;5;
LFM Asc.;0;10;10;10;13;8;39;58;74;92;
LFM Desc.;1;7;8;0;0;0;0;0;0;0;
Tabla I.8: LFM, BW  = 0.5 MHz, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;


SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;1;7;25;31;64;77;98;97;97;97;
FM;0;0;0;0;1;1;2;3;3;3;
PSK;0;0;2;2;0;0;0;0;0;0;
NM;99;93;73;67;35;22;0;0;0;0;
LFM Asc.;1;6;16;30;64;77;98;97;97;97;
LFM Desc.;0;1;9;1;0;0;0;0;0;0;
Tabla I.9: LFM, BW  = 1 MHz, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;23;89;95;98;98;98;99;97;99;97;
FM;0;0;0;1;0;2;1;3;1;3;
PSK;0;0;5;1;2;0;0;0;0;0;
NM;77;11;0;0;0;0;0;0;0;0;
LFM Asc.;23;89;95;98;98;98;99;97;99;97;
Tabla I.10: LFM, BW  = 5 MHz, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;36;85;92;95;95;99;99;99;98;99;
FM;0;0;5;3;2;1;1;1;2;1;
PSK;0;1;3;2;3;0;0;0;0;0;
NM;64;14;0;0;0;0;0;0;0;0;
LFM Asc.;36;85;92;95;95;99;99;99;98;99;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;2;0;1;1;16;17;55;97;98;98;
FM;0;0;0;0;0;0;0;1;1;2;
PSK;5;0;0;0;0;0;0;0;0;0;
NM;93;100;99;99;84;83;45;2;1;0;
LFM Asc.;1;0;1;1;16;17;55;97;98;98;
LFM Desc.;1;0;0;0;0;0;0;0;0;0;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;;
LFM;0;0;9;39;88;98;99;99;96;100;;
FM;0;0;0;0;0;0;0;1;4;0;;
PSK;2;0;0;0;0;0;0;0;0;0;;
NM;98;100;91;61;12;2;1;0;0;0;;
LFM Asc.;0;0;9;39;88;98;99;99;96;100;;
Tabla I.13: LFM, BW  = 0.5 MHz, PW  = 3 µs. NB  = 64 muestras.;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;;8;10;
LFM;0;23;99;100;99;100;100;100;;98;100;
FM;0;0;0;0;1;0;0;0;;2;0;
PSK;5;1;0;0;0;0;0;0;;0;0;
NM;95;76;1;0;0;0;0;0;;0;0;
LFM Asc.;0;23;99;100;99;100;100;100;;98;100;
Tabla I.14: LFM, BW  = 1 MHz, PW  = 3 µs. NB  = 64 muestras.;;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;24;92;100;99;100;100;98;97;98;99;
FM;0;0;0;1;0;0;2;3;2;1;
PSK;1;0;0;0;0;0;0;0;0;0;
NM;75;8;0;0;0;0;0;0;0;0;
LFM Asc.;24;92;100;99;100;100;98;97;98;99;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;52;100;100;99;98;98;98;97;100;98;
FM;0;0;0;1;2;2;2;3;0;2;
PSK;4;0;0;0;0;0;0;0;0;0;
NM;44;0;0;0;0;0;0;0;0;0;
LFM Asc.;52;100;100;99;98;98;98;97;100;98;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;1;0;0;3;11;16;65;99;99;100;
FM;0;0;0;0;0;0;0;0;1;0;
PSK;2;0;0;0;0;0;0;0;0;0;
NM;97;100;100;97;89;84;35;1;0;0;
LFM Asc.;1;0;0;3;11;16;65;99;99;100;
Tabla I.17: LFM, BW  = 0.1 MHz, PW  = 5 µs. NB  = 128 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;1;0;21;63;99;100;98;99;99;98;
FM;0;0;1;0;1;0;2;1;1;2;
PSK;5;0;0;0;0;0;0;0;0;0;
NM;94;100;78;37;0;0;0;0;0;0;
LFM Asc.;1;0;21;63;99;100;98;99;99;98;
Tabla I.18: LFM, BW  = 0.2 MHz, PW  = 5 µs. NB  = 128 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;1;76;100;100;100;100;99;100;99;99;
FM;0;0;0;0;0;0;1;0;1;1;
PSK;8;1;0;0;0;0;0;0;0;0;
NM;91;23;0;0;0;0;0;0;0;0;
LFM Asc.;1;76;100;100;100;100;99;100;99;99;
Tabla I.19: LFM, BW  = 0.5 MHz, PW  = 5 µs. NB  = 128 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;3;78;100;100;100;100;99;99;96;100;
FM;0;0;0;0;0;0;1;1;4;0;
PSK;2;4;0;0;0;0;0;0;0;0;
NM;95;18;0;0;0;0;0;0;0;0;
LFM Asc.;3;78;100;100;100;100;99;99;96;100;
Tabla I.20: LFM, BW  = 1 MHz, PW  = 5 µs. NB  = 128 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10
LFM;47;99;100;99;99;97;99;100;97;100
FM;1;1;0;1;1;3;1;0;3;0
PSK;2;0;0;0;0;0;0;0;0;0
NM;50;0;0;0;0;0;0;0;0;0
LFM Asc.;47;99;100;99;99;97;99;100;97;100
Tabla I.21: LFM, BW  = 5 MHz, PW  = 5 µs. NB  = 128 muestras.;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10
LFM;51;100;99;100;99;99;100;100;97;98
FM;0;0;1;0;1;1;0;0;3;2
PSK;7;0;0;0;0;0;0;0;0;0
NM;42;0;0;0;0;0;0;0;0;0
LFM Asc.;51;100;99;100;99;99;100;100;97;98
Tabla I.22: LFM, BW  = 10 MHz, PW  = 5 µs. NB  = 128 muestras.;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;2;0;0;0;21;34;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;23;3;0;0;0;0;0;0;0;0;
NM;75;97;100;100;79;66;0;0;0;0;
LFM Asc.;2;0;0;0;21;34;100;100;100;100;
Tabla I.23: LFM, BW  = 0.1 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;4;2;71;99;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;24;6;0;0;0;0;0;0;0;0;
NM;72;92;29;1;0;0;0;0;0;0;
LFM Asc.;2;1;71;99;100;100;100;100;100;100;
LFM Desc.;2;1;0;0;0;0;0;0;0;0;
Tabla I.24: LFM, BW  = 0.2 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;5;93;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;22;1;0;0;0;0;0;0;0;0;
NM;73;6;0;0;0;0;0;0;0;0;
LFM Asc.;2;92;100;100;100;100;100;100;100;100;
LFM Desc.;3;1;0;0;0;0;0;0;0;0;
Tabla I.25: LFM, BW  = 0.5 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;4;99;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;23;0;0;0;0;0;0;0;0;0;
NM;73;1;0;0;0;0;0;0;0;0;
LFM Asc.;1;99;100;100;100;100;100;100;100;100;
LFM Desc.;3;0;0;0;0;0;0;0;0;0;
Tabla I.26: LFM, BW  = 1 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;25;100;100;100;100;100;100;100;100;100;
FM;1;0;0;0;0;0;0;0;0;0;
PSK;11;0;0;0;0;0;0;0;0;0;
NM;63;0;0;0;0;0;0;0;0;0;
LFM Asc.;25;99;100;100;100;100;100;100;100;100;
LFM Tri. A;0;1;0;0;0;0;0;0;0;0;
Tabla I.27: LFM, BW  = 4 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;93;100;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;6;0;0;0;0;0;0;0;0;0;
NM;1;0;0;0;0;0;0;0;0;0;
LFM Asc.;91;100;100;100;100;100;100;100;100;100;
LFM Desc.;1;0;0;0;0;0;0;0;0;0;
LFM Tri. A;1;0;0;0;0;0;0;0;0;0;
Tabla I.28: LFM, BW  = 20 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;95;99;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;3;1;0;0;0;0;0;0;0;0;
NM;2;0;0;0;0;0;0;0;0;0;
LFM Asc.;90;99;100;100;100;100;100;100;100;100;
LFM Tri. A;5;0;0;0;0;0;0;0;0;0;
Tabla I.29: LFM, BW  = 40 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;100;100;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;0;0;0;0;0;0;0;0;0;0;
NM;0;0;0;0;0;0;0;0;0;0;
LFM Asc.;97;100;100;100;100;100;100;100;100;100;
LFM Tri. A;3;0;0;0;0;0;0;0;0;0;
Tabla I.30: LFM, BW  = 100 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;100;100;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;0;0;0;0;0;0;0;0;0;0;
NM;0;0;0;0;0;0;0;0;0;0;
LFM Asc.;100;100;100;100;100;100;100;100;100;100;
Tabla I.31: LFM, BW  = 400 MHz, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;


I.3.     Sen˜ales  con  modulacio´n  LFM  triangular.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;98;100;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;2;0;0;0;0;0;0;0;0;0;
NM;0;0;0;0;0;0;0;0;0;0;
LFM Asc.;1;0;0;0;0;0;0;0;0;0;
LFM Desc.;5;54;97;100;100;100;100;100;100;100;
LFM Tri. A;91;46;3;0;0;0;0;0;0;0;
LFM Tri. V;1;0;0;0;0;0;0;0;0;0;
Tabla I.32: LFM triangular, BW  = 50 MHz, PW1 = 6 µs y PW2 = 54 µs. NB  = 256 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;100;100;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;0;0;0;0;0;0;0;0;0;0;
NM;0;0;0;0;0;0;0;0;0;0;
LFM Asc.;0;0;0;0;0;0;0;0;0;0;
LFM Desc.;3;0;0;0;0;0;0;0;0;0;
LFM Tri. A;97;100;100;100;100;100;100;100;100;100;
LFM Tri. V;0;0;0;0;0;0;0;0;0;0;
Tabla I.33: LFM triangular, BW  = 50 MHz, PW1 = 18 µs y PW2 = 42 µs. NB  = 256 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;100;100;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;0;0;0;0;0;0;0;0;0;0;
NM;0;0;0;0;0;0;0;0;0;0;
LFM Asc.;0;0;0;0;0;0;0;0;0;0;
LFM Desc.;1;0;0;0;0;0;0;0;0;0;
LFM Tri. A;97;100;100;100;100;100;100;100;100;100;
LFM Tri. V;2;0;0;0;0;0;0;0;0;0;
Tabla I.34: LFM triangular, BW  = 50 MHz, PW1 = 30 µs y PW2 = 30 µs. NB  = 256 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;100;100;100;100;100;100;100;100;100;100;
FM;0;0;0;0;0;0;0;0;0;0;
PSK;0;0;0;0;0;0;0;0;0;0;
NM;0;0;0;0;0;0;0;0;0;0;
LFM Asc.;7;0;0;0;0;0;0;0;0;0;
LFM Desc.;0;0;0;0;0;0;0;0;0;0;
LFM Tri. A;90;100;100;100;100;100;100;100;100;100;
LFM Tri. V;3;0;0;0;0;0;0;0;0;0;
Tabla I.35: LFM triangular, BW  = 50 MHz, PW1 = 48 µs y PW2 = 12 µs. NB  = 256 muestras.;;;;;;;;;;;

I.4.     Sen˜ales  con  modulacio´n  LFM  escalonada.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;21;83;85;93;97;96;98;97;99;99;
FM;0;2;6;3;2;4;2;3;1;1;
PSK;3;6;8;4;1;0;0;0;0;0;
NM;76;9;1;0;0;0;0;0;0;0;
Tabla I.36: LFM escalonada, ∆f  = 0.5 MHz,Tc = 0.025µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;33;89;93;97;96;97;98;96;99;99;
FM;1;1;4;2;3;2;2;4;1;1;
PSK;1;5;3;1;1;1;0;0;0;0;
NM;65;5;0;0;0;0;0;0;0;0;
Tabla I.37: LFM escalonada, ∆f  = 0.5 MHz,Tc = 0.05µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;5;55;95;97;97;100;95;83;25;34;
FM;0;0;0;2;2;0;5;17;75;66;
PSK;0;2;4;1;1;0;0;0;0;0;
NM;95;43;1;0;0;0;0;0;0;0;
Tabla I.38: LFM escalonada, ∆f  = 0.5 MHz,Tc = 0.5µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;18;68;85;91;96;100;98;99;98;96;
FM;1;3;3;2;1;0;2;1;2;4;
PSK;4;18;12;7;3;0;0;0;0;0;
NM;77;11;0;0;0;0;0;0;0;0;
Tabla I.39: LFM escalonada, ∆f  = 1 MHz,Tc = 0.025µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;
LFM;27;81;92;96;94;96;99;98;97;97;
FM;0;3;6;1;3;4;0;2;3;3;
PSK;4;2;2;3;3;0;1;0;0;0;
NM;69;14;0;0;0;0;0;0;0;0;
Tabla I.40: LFM escalonada, ∆f  = 1 MHz,Tc = 0.05µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;;10;
LFM;18;86;67;52;26;0;0;0;0;;0;
FM;0;1;24;46;73;99;100;100;100;;100;
PSK;2;4;9;2;1;1;0;0;0;;0;
NM;80;9;0;0;0;0;0;0;0;;0;
Tabla I.41: LFM escalonada, ∆f  = 1 MHz,Tc = 0.5µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;;
LFM;14;72;89;90;96;94;98;97;94;96;;
FM;1;10;7;9;4;6;2;3;6;4;;
PSK;1;0;4;1;0;0;0;0;0;0;;
NM;84;18;0;0;0;0;0;0;0;0;;
Tabla I.42: LFM escalonada, ∆f  = 5 MHz,Tc = 0.025µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;;
LFM;21;72;79;95;96;99;97;97;97;97;;
FM;5;19;19;5;4;1;3;3;3;3;;
PSK;0;0;0;0;0;0;0;0;0;0;;
NM;74;9;2;0;0;0;0;0;0;0;;
Tabla I.43: LFM escalonada, ∆f  = 5 MHz,Tc = 0.05µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;;

SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;28;81;99;100;99;100;100;100;100;100;;
PSK;7;10;1;0;1;0;0;0;0;0;;
NM;65;9;0;0;0;0;0;0;0;0;;
Tabla I.44: LFM escalonada, ∆f  = 5 MHz,Tc = 0.5µs, PW  = 1 µs. NB  = 32 muestras.;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;;
LFM;100;100;100;100;100;100;100;100;100;100;;
FM;0;0;0;0;0;0;0;0;0;0;;
PSK;0;0;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
Tabla I.45: LFM escalonada, ∆f  = 0.5 MHz,Tc = 0.025µs, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;;
SNR (dB);-8;-6;-4;-2;0;2;4;6;8;10;;
LFM;100;100;100;100;100;100;100;100;100;100;;
FM;0;0;0;0;0;0;0;0;0;0;;
PSK;0;0;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
Tabla I.46: LFM escalonada, ∆f  = 0.5 MHz,Tc = 0.05µs, PW  = 20 µs. NB  = 256 muestras.;;;;;;;;;;;;

